index,ID,ACTIVITYNAME,ACTIVITYID
13638,2893,WILDLIFE VIEWING,26
13639,2894,HISTORIC & CULTURAL SITE,8
13640,2894,PICKNICKING,20
13641,2894,WILDLIFE VIEWING,26
13642,2895,AUTO TOURING,4
13643,2895,BIKING,5
13644,2895,BOATING,6
13645,2895,CLIMBING,7
13646,2895,CAMPING,9
13647,2895,FISHING,11
13648,2895,HIKING,14
13649,2895,HUNTING,16
13650,2895,PADDLING,105
13651,2895,SWIMMING,106
13652,2895,DIVING,107
13653,2896,BIKING,5
13654,2896,HISTORIC & CULTURAL SITE,8
13655,2896,CAMPING,9
13656,2896,FISHING,11
13657,2896,HIKING,14
13658,2896,PICKNICKING,20
13659,2896,WILDLIFE VIEWING,26
13660,2897,FISHING,11
13661,2897,HIKING,14
13662,2897,WILDLIFE VIEWING,26
13663,2897,PHOTOGRAPHY,104
13664,2898,FISHING,11
13665,2898,HIKING,14
13666,2898,WILDLIFE VIEWING,26
13667,2900,BOATING,6
13668,2900,HIKING,14
13669,2901,AUTO TOURING,4
13670,2901,BIKING,5
13671,2901,HISTORIC & CULTURAL SITE,8
13672,2901,CAMPING,9
13673,2901,HIKING,14
13674,2901,HORSEBACK RIDING,15
13675,2901,WILDLIFE VIEWING,26
13676,2901,PADDLING,105
13677,2901,HORSE CAMPING,109
13678,2902,HISTORIC & CULTURAL SITE,8
13679,2902,HIKING,14
13680,2903,BOATING,6
13681,2903,CAMPING,9
13682,2903,PADDLING,105
13683,2905,BIKING,5
13684,2905,HISTORIC & CULTURAL SITE,8
13685,2905,HIKING,14
13686,2905,HORSEBACK RIDING,15
13687,2905,WILDLIFE VIEWING,26
13688,2905,PADDLING,105
13689,2906,BOATING,6
13690,2906,CLIMBING,7
13691,2906,CAMPING,9
13692,2906,INTERPRETIVE PROGRAMS,10
