index,ID,ACTIVITYNAME,ACTIVITYID
117512,256737,HORSEBACK RIDING,15
117513,256738,HIKING,14
117514,256738,HORSEBACK RIDING,15
117515,256739,BIKING,5
117516,256739,HIKING,14
117517,256739,HORSEBACK RIDING,15
117518,256740,BIKING,5
117519,256740,HIKING,14
117520,256740,HORSEBACK RIDING,15
117521,256740,OFF HIGHWAY VEHICLE,18
117522,256741,BIKING,5
117523,256741,HIKING,14
117524,256741,HORSEBACK RIDING,15
117525,256741,OFF HIGHWAY VEHICLE,18
117526,256742,BIKING,5
117527,256742,HIKING,14
117528,256742,HORSEBACK RIDING,15
117529,256743,HIKING,14
117530,256743,HORSEBACK RIDING,15
117531,256744,BIKING,5
117532,256744,HIKING,14
117533,256744,HORSEBACK RIDING,15
117534,256744,OFF HIGHWAY VEHICLE,18
117535,256745,BIKING,5
117536,256745,HIKING,14
117537,256745,HORSEBACK RIDING,15
117538,256745,OFF HIGHWAY VEHICLE,18
117539,256746,BIKING,5
117540,256746,HIKING,14
117541,256746,HORSEBACK RIDING,15
117542,256747,BIKING,5
117543,256747,HIKING,14
117544,256747,HORSEBACK RIDING,15
117545,256747,OFF HIGHWAY VEHICLE,18
117546,256748,BIKING,5
117547,256748,HIKING,14
117548,256748,HORSEBACK RIDING,15
117549,256748,OFF HIGHWAY VEHICLE,18
117550,256749,HIKING,14
117551,256749,HORSEBACK RIDING,15
117552,256750,BIKING,5
117553,256750,HIKING,14
117554,256750,HORSEBACK RIDING,15
117555,256750,OFF HIGHWAY VEHICLE,18
117556,256751,HIKING,14
117557,256751,HORSEBACK RIDING,15
117558,256752,BIKING,5
117559,256752,FISHING,11
117560,256752,HIKING,14
117561,256752,HORSEBACK RIDING,15
117562,256752,OFF HIGHWAY VEHICLE,18
117563,256753,BIKING,5
117564,256753,HIKING,14
117565,256753,HORSEBACK RIDING,15
117566,256754,BIKING,5
117567,256754,HIKING,14
117568,256754,HORSEBACK RIDING,15
117569,256755,HIKING,14
117570,256755,HORSEBACK RIDING,15
117571,256756,HIKING,14
117572,256757,HIKING,14
117573,256757,HORSEBACK RIDING,15
117574,256758,BIKING,5
117575,256758,HIKING,14
117576,256758,HORSEBACK RIDING,15
117577,256758,OFF HIGHWAY VEHICLE,18
117578,256759,BIKING,5
117579,256759,HIKING,14
117580,256759,HORSEBACK RIDING,15
117581,256759,OFF HIGHWAY VEHICLE,18
117582,256760,BIKING,5
117583,256760,HIKING,14
117584,256760,HORSEBACK RIDING,15
117585,256761,HIKING,14
117586,256761,HORSEBACK RIDING,15
117587,256761,HORSE CAMPING,109
117588,256762,BIKING,5
117589,256762,HIKING,14
117590,256762,HORSEBACK RIDING,15
117591,256762,OFF HIGHWAY VEHICLE,18
117592,256763,BIKING,5
117593,256763,HIKING,14
117594,256763,HORSEBACK RIDING,15
117595,256763,OFF HIGHWAY VEHICLE,18
117596,256764,HIKING,14
117597,256764,HORSEBACK RIDING,15
117598,256766,HIKING,14
117599,256767,HIKING,14
117600,256767,HORSEBACK RIDING,15
117601,256768,HIKING,14
117602,256768,HORSEBACK RIDING,15
117603,256769,BIKING,5
117604,256769,HIKING,14
117605,256769,HORSEBACK RIDING,15
117606,256769,OFF HIGHWAY VEHICLE,18
117607,256770,BIKING,5
117608,256770,HIKING,14
117609,256770,HORSEBACK RIDING,15
117610,256770,OFF HIGHWAY VEHICLE,18
117611,256771,BIKING,5
117612,256771,HIKING,14
117613,256771,HORSEBACK RIDING,15
117614,256771,OFF HIGHWAY VEHICLE,18
117615,256772,BIKING,5
117616,256772,HIKING,14
117617,256772,HORSEBACK RIDING,15
117618,256773,HIKING,14
117619,256773,HORSEBACK RIDING,15
117620,256774,BIKING,5
117621,256774,HIKING,14
117622,256774,HORSEBACK RIDING,15
117623,256775,HIKING,14
117624,256775,HORSEBACK RIDING,15
117625,256776,BIKING,5
117626,256776,HIKING,14
117627,256776,HORSEBACK RIDING,15
117628,256777,BIKING,5
117629,256777,HIKING,14
117630,256777,HORSEBACK RIDING,15
117631,256778,BIKING,5
117632,256778,HIKING,14
117633,256778,HORSEBACK RIDING,15
117634,256778,OFF HIGHWAY VEHICLE,18
117635,256779,BIKING,5
117636,256779,HIKING,14
117637,256779,HORSEBACK RIDING,15
117638,256779,OFF HIGHWAY VEHICLE,18
117639,256780,BIKING,5
117640,256780,HIKING,14
117641,256780,HORSEBACK RIDING,15
117642,256780,OFF HIGHWAY VEHICLE,18
117643,256781,BIKING,5
117644,256781,HIKING,14
117645,256782,HIKING,14
117646,256783,BIKING,5
117647,256783,HIKING,14
117648,256783,HORSEBACK RIDING,15
117649,256783,OFF HIGHWAY VEHICLE,18
117650,256784,BIKING,5
117651,256784,HIKING,14
117652,256784,HORSEBACK RIDING,15
117653,256785,BIKING,5
117654,256785,HIKING,14
117655,256785,HORSEBACK RIDING,15
117656,256785,HORSE CAMPING,109
117657,256786,BIKING,5
117658,256786,HIKING,14
117659,256786,HORSEBACK RIDING,15
117660,256786,OFF HIGHWAY VEHICLE,18
117661,256787,BIKING,5
117662,256787,HIKING,14
117663,256788,HIKING,14
117664,256788,OFF HIGHWAY VEHICLE,18
117665,256789,HIKING,14
117666,256789,HORSEBACK RIDING,15
117667,256789,HORSE CAMPING,109
117668,256790,BIKING,5
117669,256790,HIKING,14
117670,256790,HORSEBACK RIDING,15
117671,256790,OFF HIGHWAY VEHICLE,18
117672,256791,HIKING,14
117673,256791,HORSEBACK RIDING,15
117674,256792,BIKING,5
117675,256792,HIKING,14
117676,256792,HORSEBACK RIDING,15
117677,256792,OFF HIGHWAY VEHICLE,18
117678,256794,HIKING,14
117679,256795,HIKING,14
117680,256795,HORSEBACK RIDING,15
117681,256796,FISHING,11
117682,256796,HIKING,14
117683,256796,HORSEBACK RIDING,15
117684,256796,OFF HIGHWAY VEHICLE,18
117685,256797,BIKING,5
117686,256797,HIKING,14
117687,256797,HORSEBACK RIDING,15
117688,256797,OFF HIGHWAY VEHICLE,18
117689,256798,BIKING,5
117690,256798,HIKING,14
117691,256798,HORSEBACK RIDING,15
117692,256798,OFF HIGHWAY VEHICLE,18
117693,256799,HIKING,14
117694,256799,HORSEBACK RIDING,15
117695,256800,HIKING,14
117696,256800,HORSEBACK RIDING,15
117697,256800,HORSE CAMPING,109
117698,256801,BIKING,5
117699,256801,HIKING,14
117700,256801,HORSEBACK RIDING,15
117701,256801,OFF HIGHWAY VEHICLE,18
117702,256802,BIKING,5
117703,256802,HIKING,14
117704,256802,HORSEBACK RIDING,15
117705,256802,OFF HIGHWAY VEHICLE,18
117706,256803,HIKING,14
117707,256804,HIKING,14
117708,256804,HORSEBACK RIDING,15
117709,256805,HIKING,14
117710,256805,HORSEBACK RIDING,15
117711,256806,HIKING,14
117712,256806,HORSEBACK RIDING,15
117713,256807,HIKING,14
117714,256807,HORSEBACK RIDING,15
117715,256808,HIKING,14
117716,256808,HORSEBACK RIDING,15
117717,256809,BIKING,5
117718,256809,HIKING,14
117719,256809,HORSEBACK RIDING,15
117720,256809,OFF HIGHWAY VEHICLE,18
117721,256810,HIKING,14
117722,256810,HORSEBACK RIDING,15
117723,256811,BIKING,5
117724,256811,HIKING,14
117725,256811,HORSEBACK RIDING,15
117726,256811,OFF HIGHWAY VEHICLE,18
117727,256812,BIKING,5
117728,256812,HIKING,14
117729,256812,HORSEBACK RIDING,15
117730,256812,OFF HIGHWAY VEHICLE,18
117731,256813,HIKING,14
117732,256813,HORSEBACK RIDING,15
117733,256814,BIKING,5
117734,256814,HIKING,14
117735,256814,HORSEBACK RIDING,15
117736,256814,OFF HIGHWAY VEHICLE,18
117737,256815,BIKING,5
117738,256815,FISHING,11
117739,256815,HIKING,14
117740,256815,HORSEBACK RIDING,15
117741,256816,BIKING,5
117742,256816,HIKING,14
117743,256816,HORSEBACK RIDING,15
117744,256817,BIKING,5
117745,256817,HIKING,14
117746,256817,HORSEBACK RIDING,15
117747,256818,BIKING,5
117748,256818,FISHING,11
117749,256818,HIKING,14
117750,256818,HORSEBACK RIDING,15
117751,256819,BIKING,5
117752,256819,HIKING,14
117753,256819,HORSEBACK RIDING,15
117754,256819,OFF HIGHWAY VEHICLE,18
117755,256820,BIKING,5
117756,256820,HIKING,14
117757,256820,HORSEBACK RIDING,15
117758,256820,OFF HIGHWAY VEHICLE,18
117759,256821,BIKING,5
117760,256821,HIKING,14
117761,256821,HORSEBACK RIDING,15
117762,256821,OFF HIGHWAY VEHICLE,18
117763,256822,HIKING,14
117764,256822,HORSEBACK RIDING,15
117765,256822,HORSE CAMPING,109
117766,256823,HIKING,14
117767,256823,HORSEBACK RIDING,15
117768,256824,HIKING,14
117769,256824,HORSEBACK RIDING,15
117770,256825,BIKING,5
117771,256825,HIKING,14
117772,256825,HORSEBACK RIDING,15
117773,256825,OFF HIGHWAY VEHICLE,18
117774,256826,BIKING,5
117775,256826,HIKING,14
117776,256826,HORSEBACK RIDING,15
117777,256826,OFF HIGHWAY VEHICLE,18
117778,256827,BIKING,5
117779,256827,HIKING,14
117780,256827,HORSEBACK RIDING,15
117781,256827,OFF HIGHWAY VEHICLE,18
117782,256828,BIKING,5
117783,256828,HIKING,14
117784,256828,HORSEBACK RIDING,15
117785,256828,OFF HIGHWAY VEHICLE,18
117786,256829,HIKING,14
117787,256830,BIKING,5
117788,256830,HIKING,14
117789,256830,HORSEBACK RIDING,15
117790,256830,OFF HIGHWAY VEHICLE,18
117791,256832,HIKING,14
117792,256832,HORSEBACK RIDING,15
117793,256832,HORSE CAMPING,109
117794,256833,BIKING,5
117795,256833,HIKING,14
117796,256833,HORSEBACK RIDING,15
117797,256833,OFF HIGHWAY VEHICLE,18
117798,256834,BIKING,5
117799,256834,HIKING,14
117800,256834,HORSEBACK RIDING,15
117801,256834,OFF HIGHWAY VEHICLE,18
117802,256835,HIKING,14
117803,256835,HORSEBACK RIDING,15
117804,256836,BIKING,5
117805,256836,HIKING,14
117806,256836,HORSEBACK RIDING,15
117807,256836,OFF HIGHWAY VEHICLE,18
117808,256837,HIKING,14
117809,256837,HORSEBACK RIDING,15
117810,256838,BIKING,5
117811,256838,HIKING,14
117812,256838,HORSEBACK RIDING,15
117813,256838,OFF HIGHWAY VEHICLE,18
117814,256839,BIKING,5
117815,256839,HIKING,14
117816,256839,HORSEBACK RIDING,15
117817,256839,OFF HIGHWAY VEHICLE,18
117818,256840,HIKING,14
117819,256840,HORSEBACK RIDING,15
117820,256841,HIKING,14
117821,256841,HORSEBACK RIDING,15
117822,256842,HIKING,14
117823,256842,HORSEBACK RIDING,15
117824,256843,BIKING,5
117825,256843,HIKING,14
117826,256843,HORSEBACK RIDING,15
117827,256843,OFF HIGHWAY VEHICLE,18
117828,256844,HIKING,14
117829,256844,HORSEBACK RIDING,15
117830,256845,BIKING,5
117831,256845,HIKING,14
117832,256845,HORSEBACK RIDING,15
117833,256845,OFF HIGHWAY VEHICLE,18
117834,256846,HIKING,14
117835,256846,HORSEBACK RIDING,15
117836,256847,BIKING,5
117837,256847,HIKING,14
117838,256847,HORSEBACK RIDING,15
117839,256848,BIKING,5
117840,256848,HIKING,14
117841,256848,HORSEBACK RIDING,15
117842,256848,OFF HIGHWAY VEHICLE,18
117843,256849,BIKING,5
117844,256849,HIKING,14
117845,256849,HORSEBACK RIDING,15
117846,256850,HIKING,14
117847,256850,OFF HIGHWAY VEHICLE,18
117848,256851,BIKING,5
117849,256851,HIKING,14
117850,256851,HORSEBACK RIDING,15
117851,256852,BIKING,5
117852,256852,HIKING,14
117853,256852,HORSEBACK RIDING,15
117854,256852,OFF HIGHWAY VEHICLE,18
117855,256853,BIKING,5
117856,256853,HIKING,14
117857,256853,HORSEBACK RIDING,15
117858,256853,OFF HIGHWAY VEHICLE,18
117859,256854,BIKING,5
117860,256854,HIKING,14
117861,256854,HORSEBACK RIDING,15
117862,256854,OFF HIGHWAY VEHICLE,18
117863,256855,BIKING,5
117864,256855,HIKING,14
117865,256855,HORSEBACK RIDING,15
117866,256855,OFF HIGHWAY VEHICLE,18
117867,256856,BIKING,5
117868,256856,HIKING,14
117869,256856,HORSEBACK RIDING,15
117870,256856,OFF HIGHWAY VEHICLE,18
117871,256857,BIKING,5
117872,256857,HIKING,14
117873,256857,HORSEBACK RIDING,15
117874,256858,BIKING,5
117875,256858,HIKING,14
117876,256858,HORSEBACK RIDING,15
117877,256859,BIKING,5
117878,256859,HIKING,14
117879,256859,HORSEBACK RIDING,15
117880,256859,OFF HIGHWAY VEHICLE,18
117881,256860,BIKING,5
117882,256860,HIKING,14
117883,256860,HORSEBACK RIDING,15
117884,256861,BIKING,5
117885,256861,HIKING,14
117886,256861,HORSEBACK RIDING,15
117887,256862,BIKING,5
117888,256862,HIKING,14
117889,256862,HORSEBACK RIDING,15
117890,256863,BIKING,5
117891,256863,HIKING,14
117892,256863,HORSEBACK RIDING,15
117893,256865,BIKING,5
117894,256865,HIKING,14
117895,256865,HORSEBACK RIDING,15
117896,256865,OFF HIGHWAY VEHICLE,18
117897,256867,BIKING,5
117898,256867,HIKING,14
117899,256867,HORSEBACK RIDING,15
117900,256867,OFF HIGHWAY VEHICLE,18
117901,256868,HIKING,14
117902,256868,HORSEBACK RIDING,15
117903,256869,BIKING,5
117904,256869,FISHING,11
117905,256869,HIKING,14
117906,256869,HORSEBACK RIDING,15
117907,256870,BIKING,5
117908,256870,HIKING,14
117909,256870,HORSEBACK RIDING,15
117910,256871,BIKING,5
117911,256871,HIKING,14
117912,256871,HORSEBACK RIDING,15
117913,256871,OFF HIGHWAY VEHICLE,18
117914,256872,BIKING,5
117915,256872,HIKING,14
117916,256872,HORSEBACK RIDING,15
117917,256872,OFF HIGHWAY VEHICLE,18
117918,256873,BIKING,5
117919,256873,HIKING,14
117920,256873,OFF HIGHWAY VEHICLE,18
117921,256873,HORSE CAMPING,109
117922,256874,BIKING,5
117923,256874,HIKING,14
117924,256874,HORSEBACK RIDING,15
117925,256874,OFF HIGHWAY VEHICLE,18
117926,256875,BIKING,5
117927,256875,HIKING,14
117928,256875,HORSEBACK RIDING,15
117929,256877,BOATING,6
117930,256877,FISHING,11
117931,256877,HIKING,14
117932,256877,PICKNICKING,20
117933,256877,SWIMMING,106
117934,256881,WILDLIFE VIEWING,26
117935,256882,WILDLIFE VIEWING,26
117936,256884,BIKING,5
117937,256885,HIKING,14
117938,256886,BIKING,5
117939,256886,CAMPING,9
117940,256886,HIKING,14
117941,256886,HORSEBACK RIDING,15
117942,256886,WILDLIFE VIEWING,26
117943,256886,ENVIRONMENTAL EDUCATION,103
117944,256886,PHOTOGRAPHY,104
117945,256887,AUTO TOURING,4
117946,256887,BIKING,5
117947,256887,CAMPING,9
117948,256887,FISHING,11
117949,256887,HIKING,14
117950,256887,HORSEBACK RIDING,15
117951,256887,HUNTING,16
117952,256887,WINTER SPORTS,22
117953,256887,RECREATIONAL VEHICLES,23
117954,256887,WATER SPORTS,25
117955,256887,WILDLIFE VIEWING,26
117956,256887,PHOTOGRAPHY,104
117957,256887,DIVING,107
117958,256888,FISHING,11
117959,256889,FISHING,11
117960,256890,FISHING,11
117961,256892,BIKING,5
117962,256892,CAMPING,9
117963,256892,INTERPRETIVE PROGRAMS,10
117964,256892,HIKING,14
117965,256892,HORSEBACK RIDING,15
117966,256892,WILDLIFE VIEWING,26
117967,256892,ENVIRONMENTAL EDUCATION,103
117968,256892,PHOTOGRAPHY,104
117969,256893,BIKING,5
117970,256893,CAMPING,9
117971,256893,FISHING,11
117972,256893,HIKING,14
117973,256893,HORSEBACK RIDING,15
117974,256893,OFF HIGHWAY VEHICLE,18
117975,256893,WINTER SPORTS,22
117976,256893,WILDLIFE VIEWING,26
117977,256893,ENVIRONMENTAL EDUCATION,103
117978,256893,PHOTOGRAPHY,104
117979,256894,BIKING,5
117980,256895,CAMPING,9
117981,256897,AUTO TOURING,4
117982,256898,CAMPING,9
117983,256898,WATER SPORTS,25
117984,256899,AUTO TOURING,4
117985,256901,HIKING,14
117986,256902,BOATING,6
117987,256902,CAMPING,9
117988,256902,FISHING,11
117989,256902,PICKNICKING,20
117990,256902,WATER SPORTS,25
117991,256904,HIKING,14
117992,256905,OFF HIGHWAY VEHICLE,18
117993,256906,CAMPING,9
117994,256906,WATER SPORTS,25
117995,256907,AUTO TOURING,4
117996,256907,INTERPRETIVE PROGRAMS,10
117997,256907,HIKING,14
117998,256907,ENVIRONMENTAL EDUCATION,103
117999,256908,AUTO TOURING,4
118000,256908,BIKING,5
118001,256908,CAMPING,9
118002,256908,HIKING,14
118003,256908,HORSEBACK RIDING,15
118004,256908,HUNTING,16
118005,256908,PHOTOGRAPHY,104
118006,256909,AUTO TOURING,4
118007,256909,BOATING,6
118008,256909,CAMPING,9
118009,256909,HIKING,14
118010,256909,WATER SPORTS,25
118011,256909,WILDERNESS,28
118012,256910,AUTO TOURING,4
118013,256910,BIKING,5
118014,256910,CAMPING,9
118015,256910,HIKING,14
118016,256910,HORSEBACK RIDING,15
118017,256910,HUNTING,16
118018,256910,WATER SPORTS,25
118019,256910,PHOTOGRAPHY,104
118020,256911,VISITOR CENTER,24
118021,256912,HISTORIC & CULTURAL SITE,8
118022,256914,VISITOR CENTER,24
118023,256916,VISITOR CENTER,24
118024,256917,HIKING,14
118025,256917,PICKNICKING,20
118026,256918,HISTORIC & CULTURAL SITE,8
118027,256919,HIKING,14
118028,256919,PICKNICKING,20
118029,256921,INTERPRETIVE PROGRAMS,10
118030,256921,HIKING,14
118031,256922,CAMPING,9
118032,256924,CAMPING,9
118033,256924,HIKING,14
118034,256927,OBSERVATION SITE,39
118035,256932,CAMPING,9
118036,256932,FISHING,11
118037,256932,WILDLIFE VIEWING,26
118038,256932,SWIMMING SITE,34
118039,256933,BIKING,5
118040,256933,BOATING,6
118041,256933,CLIMBING,7
118042,256933,CAMPING,9
118043,256933,FISHING,11
118044,256933,HIKING,14
118045,256934,BIKING,5
118046,256934,BOATING,6
118047,256934,HISTORIC & CULTURAL SITE,8
118048,256934,CAMPING,9
118049,256934,FISHING,11
118050,256934,HIKING,14
118051,256934,HORSEBACK RIDING,15
118052,256934,HUNTING,16
118053,256934,WILDLIFE VIEWING,26
118054,256935,BIKING,5
118055,256935,BOATING,6
118056,256935,HISTORIC & CULTURAL SITE,8
118057,256935,CAMPING,9
118058,256935,FISHING,11
118059,256935,HIKING,14
118060,256935,WATER SPORTS,25
118061,256935,WILDLIFE VIEWING,26
118062,256937,AUTO TOURING,4
118063,256937,CAMPING,9
118064,256937,HIKING,14
118065,256937,HORSEBACK RIDING,15
118066,256937,PHOTOGRAPHY,104
118067,256939,AUTO TOURING,4
118068,256939,BIKING,5
118069,256939,CAMPING,9
118070,256939,HIKING,14
118071,256939,HORSEBACK RIDING,15
118072,256939,PHOTOGRAPHY,104
118073,256940,HIKING,14
118074,256941,AUTO TOURING,4
118075,256941,ENVIRONMENTAL EDUCATION,103
118076,256942,AUTO TOURING,4
118077,256942,BIKING,5
118078,256942,CAMPING,9
118079,256942,HIKING,14
118080,256942,HORSEBACK RIDING,15
118081,256942,PHOTOGRAPHY,104
118082,256943,AUTO TOURING,4
118083,256943,CAMPING,9
118084,256943,HIKING,14
118085,256943,HORSEBACK RIDING,15
118086,256943,HUNTING,16
118087,256943,PHOTOGRAPHY,104
118088,256944,AUTO TOURING,4
118089,256944,CAMPING,9
118090,256944,HIKING,14
118091,256945,AUTO TOURING,4
118092,256945,CAMPING,9
118093,256945,HIKING,14
118094,256945,HORSEBACK RIDING,15
118095,256946,AUTO TOURING,4
118096,256946,CAMPING,9
118097,256946,HIKING,14
118098,256946,HORSEBACK RIDING,15
118099,256946,HUNTING,16
118100,256946,ENVIRONMENTAL EDUCATION,103
118101,256946,PHOTOGRAPHY,104
118102,256947,AUTO TOURING,4
118103,256947,HISTORIC & CULTURAL SITE,8
118104,256947,HIKING,14
118105,256947,WILDLIFE VIEWING,26
118106,256947,ENVIRONMENTAL EDUCATION,103
118107,256947,PHOTOGRAPHY,104
118108,256948,BIKING,5
118109,256948,CAMPING,9
118110,256948,HIKING,14
118111,256948,OFF HIGHWAY VEHICLE,18
118112,256948,WATER SPORTS,25
118113,256951,HIKING,14
118114,256953,BOATING,6
118115,256953,CAMPING,9
118116,256953,HIKING,14
118117,256953,PICKNICKING,20
118118,256953,WATER SPORTS,25
118119,256955,OFF HIGHWAY VEHICLE,18
118120,256956,CAMPING,9
118121,256959,AUTO TOURING,4
118122,256959,BIKING,5
118123,256959,CAMPING,9
118124,256959,HIKING,14
118125,256959,HORSEBACK RIDING,15
118126,256959,ENVIRONMENTAL EDUCATION,103
118127,256959,PHOTOGRAPHY,104
118128,256960,CAMPING,9
118129,256961,HIKING,14
118130,256962,AUTO TOURING,4
118131,256962,BIKING,5
118132,256962,HIKING,14
118133,256962,WILDLIFE VIEWING,26
118134,256962,PHOTOGRAPHY,104
118135,256963,AUTO TOURING,4
118136,256963,HIKING,14
118137,256963,WILDLIFE VIEWING,26
118138,256963,ENVIRONMENTAL EDUCATION,103
118139,256963,PHOTOGRAPHY,104
118140,256966,AUTO TOURING,4
118141,256966,HIKING,14
118142,256966,WILDLIFE VIEWING,26
118143,256966,PHOTOGRAPHY,104
118144,256967,BIKING,5
118145,256967,HIKING,14
118146,256967,WILDLIFE VIEWING,26
118147,256967,PHOTOGRAPHY,104
118148,256969,CAMPING,9
118149,256972,AUTO TOURING,4
118150,256972,CAMPING,9
118151,256972,HORSEBACK RIDING,15
118152,256972,PHOTOGRAPHY,104
118153,256973,AUTO TOURING,4
118154,256973,CAMPING,9
118155,256973,HIKING,14
118156,256973,HORSEBACK RIDING,15
118157,256973,WATER SPORTS,25
118158,256973,PHOTOGRAPHY,104
118159,256974,AUTO TOURING,4
118160,256974,CAMPING,9
118161,256974,HIKING,14
118162,256974,HORSEBACK RIDING,15
118163,256974,PHOTOGRAPHY,104
118164,256975,AUTO TOURING,4
118165,256975,BIKING,5
118166,256979,HIKING,14
118167,256981,HIKING,14
118168,256983,AUTO TOURING,4
118169,256983,HIKING,14
118170,256983,PHOTOGRAPHY,104
118171,256985,AUTO TOURING,4
118172,256985,HIKING,14
118173,256985,PHOTOGRAPHY,104
118174,256988,AUTO TOURING,4
118175,256988,HIKING,14
118176,256988,PHOTOGRAPHY,104
118177,256991,HIKING,14
118178,256992,CAMPING,9
118179,256993,AUTO TOURING,4
118180,256993,CAMPING,9
118181,256993,HIKING,14
118182,256993,HORSEBACK RIDING,15
118183,256993,PHOTOGRAPHY,104
118184,256994,CAMPING,9
118185,256994,HIKING,14
118186,256994,WILDLIFE VIEWING,26
118187,256994,PHOTOGRAPHY,104
118188,256995,CAMPING,9
118189,256995,HIKING,14
118190,256995,WILDLIFE VIEWING,26
118191,256995,PHOTOGRAPHY,104
118192,256996,CAMPING,9
118193,256996,WILDLIFE VIEWING,26
118194,256996,PHOTOGRAPHY,104
118195,256997,CAMPING,9
118196,256997,HIKING,14
118197,256998,AUTO TOURING,4
118198,256998,BIKING,5
118199,256998,CAMPING,9
118200,256999,CAMPING,9
118201,256999,HIKING,14
118202,256999,HORSEBACK RIDING,15
118203,256999,RECREATIONAL VEHICLES,23
118204,256999,WILDLIFE VIEWING,26
118205,256999,PHOTOGRAPHY,104
118206,257000,BIKING,5
118207,257000,CAMPING,9
118208,257000,HIKING,14
118209,257000,HORSEBACK RIDING,15
118210,257000,RECREATIONAL VEHICLES,23
118211,257000,WILDLIFE VIEWING,26
118212,257000,PHOTOGRAPHY,104
118213,257001,BIKING,5
118214,257001,CAMPING,9
118215,257001,HIKING,14
118216,257001,HORSEBACK RIDING,15
118217,257001,RECREATIONAL VEHICLES,23
118218,257001,WILDLIFE VIEWING,26
118219,257001,PHOTOGRAPHY,104
118220,257002,BIKING,5
118221,257002,CAMPING,9
118222,257002,HIKING,14
118223,257002,RECREATIONAL VEHICLES,23
118224,257002,WILDLIFE VIEWING,26
118225,257002,PHOTOGRAPHY,104
118226,257004,AUTO TOURING,4
118227,257004,HISTORIC & CULTURAL SITE,8
118228,257004,WILDLIFE VIEWING,26
118229,257004,PHOTOGRAPHY,104
118230,257005,AUTO TOURING,4
118231,257005,WILDLIFE VIEWING,26
118232,257005,PHOTOGRAPHY,104
118233,257007,AUTO TOURING,4
118234,257007,CAMPING,9
118235,257007,WILDLIFE VIEWING,26
118236,257007,PHOTOGRAPHY,104
118237,257010,AUTO TOURING,4
118238,257010,CAMPING,9
118239,257010,WILDLIFE VIEWING,26
118240,257010,PHOTOGRAPHY,104
118241,257011,AUTO TOURING,4
118242,257011,FISHING,11
118243,257011,HIKING,14
118244,257011,WILDLIFE VIEWING,26
118245,257011,ENVIRONMENTAL EDUCATION,103
118246,257011,PHOTOGRAPHY,104
118247,257011,DIVING,107
118248,257012,AUTO TOURING,4
118249,257012,HIKING,14
118250,257012,HORSEBACK RIDING,15
118251,257012,WILDLIFE VIEWING,26
118252,257012,ENVIRONMENTAL EDUCATION,103
118253,257012,PHOTOGRAPHY,104
118254,257012,DIVING,107
118255,257013,AUTO TOURING,4
118256,257013,HIKING,14
118257,257013,PHOTOGRAPHY,104
118258,257014,AUTO TOURING,4
118259,257014,HIKING,14
118260,257014,HORSEBACK RIDING,15
118261,257014,PHOTOGRAPHY,104
118262,257015,AUTO TOURING,4
118263,257015,HIKING,14
118264,257015,PHOTOGRAPHY,104
118265,257016,HIKING,14
118266,257016,PHOTOGRAPHY,104
118267,257017,AUTO TOURING,4
118268,257017,HISTORIC & CULTURAL SITE,8
118269,257017,HIKING,14
118270,257018,BOATING,6
118271,257018,WILDERNESS,28
118272,257019,AUTO TOURING,4
118273,257019,HIKING,14
118274,257019,PHOTOGRAPHY,104
118275,257020,AUTO TOURING,4
118276,257020,BIKING,5
118277,257020,CAMPING,9
118278,257020,HIKING,14
118279,257020,HORSEBACK RIDING,15
118280,257020,HUNTING,16
118281,257020,PHOTOGRAPHY,104
118282,257021,BIKING,5
118283,257021,CAMPING,9
118284,257021,HIKING,14
118285,257021,WATER SPORTS,25
118286,257021,PHOTOGRAPHY,104
118287,257022,AUTO TOURING,4
118288,257023,AUTO TOURING,4
118289,257023,BOATING,6
118290,257023,HORSEBACK RIDING,15
118291,257023,HUNTING,16
118292,257023,WATER SPORTS,25
118293,257023,PHOTOGRAPHY,104
118294,257024,AUTO TOURING,4
118295,257024,CAMPING,9
118296,257024,HIKING,14
118297,257024,HORSEBACK RIDING,15
118298,257024,PHOTOGRAPHY,104
118299,257025,AUTO TOURING,4
118300,257025,CAMPING,9
118301,257025,HIKING,14
118302,257025,HORSEBACK RIDING,15
118303,257025,WATER SPORTS,25
118304,257025,PHOTOGRAPHY,104
118305,257026,AUTO TOURING,4
118306,257026,CAMPING,9
118307,257026,HIKING,14
118308,257026,PHOTOGRAPHY,104
118309,257027,AUTO TOURING,4
118310,257027,CAMPING,9
118311,257027,HIKING,14
118312,257027,PHOTOGRAPHY,104
118313,257028,AUTO TOURING,4
118314,257028,HIKING,14
118315,257028,PHOTOGRAPHY,104
118316,257029,AUTO TOURING,4
118317,257029,BIKING,5
118318,257029,CAMPING,9
118319,257029,HIKING,14
118320,257029,HORSEBACK RIDING,15
118321,257029,PHOTOGRAPHY,104
118322,257030,AUTO TOURING,4
118323,257030,BIKING,5
118324,257030,CAMPING,9
118325,257030,HIKING,14
118326,257030,HORSEBACK RIDING,15
118327,257030,PHOTOGRAPHY,104
118328,257031,AUTO TOURING,4
118329,257031,HIKING,14
118330,257031,PHOTOGRAPHY,104
118331,257032,AUTO TOURING,4
118332,257032,HIKING,14
118333,257032,PHOTOGRAPHY,104
118334,257033,AUTO TOURING,4
118335,257033,CLIMBING,7
118336,257033,CAMPING,9
118337,257033,HUNTING,16
118338,257033,PHOTOGRAPHY,104
118339,257034,AUTO TOURING,4
118340,257034,CAMPING,9
